Company name,Company Domain Name,Website URL,Phone Number,City,State/Region,Postal Code,Country,Industry,Gewerk,Lead Score,MA-Schaetzung,MA-Konfidenz,Ansprechpartner,Aufhaenger,Fit-Signale,Quelle-URL,Lead-Status,Gefunden am,Land-Code
Dennis Pitz Elektrotechnik,pitz-elektrotechnik.de,https://pitz-elektrotechnik.de/,0152 06225139,Aachen,Nordrhein-Westfalen,52078,Germany,Construction,Elektrotechnik / Elektroinstallation (Meisterbetrieb),B,,niedrig,Dennis Pitz (Inhaber (aus Firmenname; Meister)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Junger, sehr kleiner inhabergefuehrter Meisterbetrieb -> hoher Bedarf an Grundprozessen (Angebote/Rechnungen) | Nur Mobilnummer als Kontakt, keine Online-Terminbuchung | Neubauplanungen und Sanierungen -> Baustellendokumentation relevant | Wachstumsphase typischerweise mit Zettelwirtschaft",https://pitz-elektrotechnik.de/,uebergeben,2026-07-14,DE
Elektro-Installation Raabe GmbH,elektro-raabe.de,https://elektro-raabe.de/,0221 594443,Köln (Ossendorf),Nordrhein-Westfalen,50827,Germany,Construction,"Elektroinstallation / Elektrotechnik (Meisterbetrieb, GmbH)",B,,niedrig,Jürgen und Michael Brabender (Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Inhaber-/familiengefuehrt (zwei Brabender), lange am Markt seit 1988 -> oft gewachsene Papier-/Excel-Prozesse | Aktive Stellenanzeige (/ueber-uns/jobs/) -> Personalbedarf | Klassische, funktionale Website ohne Online-Terminbuchung | Sehr breites Leistungsspektrum (E-Mobilitaet, PV, Smart Home, Sicherheitstechnik)",https://elektro-raabe.de/,neu,2026-07-14,DE
PAGA GmbH,paga-gmbh.de,https://paga-gmbh.de/,+49 231 423131,Dortmund,Nordrhein-Westfalen,44263,Germany,Construction,Fensterbau / Rollladen,B,,niedrig,Jasmin Willmann (Geschäftsführerin (Homepage nennt zusätzlich Mark Hoffmann)),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für fensterbau / rollladen-Kunden moderner.,"Inhabergefuehrter Meisterbetrieb (HWK & IHK Dortmund) | ueber 40 Jahre Erfahrung, lange am Markt | keine Online-Terminbuchung | eigene Ausstellung + Sicherheitstechnik | klassische Website ohne digitale Tools",https://paga-gmbh.de/impressum/,neu,2026-07-14,DE
Pavlovic Bau GmbH,pavlovicbau.de,https://pavlovicbau.de/,+49 69 40358130,Frankfurt am Main,Hessen,60386,Germany,Construction,Trockenbau / Innenausbau,B,,niedrig,Frano Pavlovic (Inhaber / Geschäftsführer (Gründer)),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für trockenbau / innenausbau-Kunden moderner.,"Inhabergefuehrtes Bauunternehmen seit 2001 | breites Spektrum (Trockenbau, Maler, Altbausanierung, Kernbohrung) -> mehrere Kolonnen/Fahrzeuge | bildet eigene Fachkraefte aus | keine Online-Terminbuchung | klassische Website ohne digitale Prozesse",https://pavlovicbau.de/impressum/,neu,2026-07-14,DE
Guenter GmbH & Co. KG (Akustikbau · Trockenbau · Innenausbau),guenter-innenausbau.de,https://guenter-innenausbau.de/,+49 521 8018516,Bielefeld,Nordrhein-Westfalen,33729,Germany,Construction,Trockenbau / Akustikbau / Innenausbau,D,~22,mittel,Peter Günter (Geschäftsführer (über Günter Verwaltungs GmbH)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","offene Stellen (eigene Stellenangebote-Seite) -> Personalbedarf | inhabergefuehrt seit 1996, >25 Jahre am Markt | IHK-Ausbildungsbetrieb, TRGS 519 zertifiziert | OWA-Plus-Netzwerk & DEKO-Regionalpartner | keine Online-Terminbuchung",https://guenter-innenausbau.de/48/impressum,neu,2026-07-14,DE
Kölner Meisterfenster Limbach GmbH,koelner-meisterfenster.de,https://koelner-meisterfenster.de/,+49 2236 3189590,Köln (Rodenkirchen),Nordrhein-Westfalen,50996,Germany,Construction,"Fensterbau (Fenster, Türen, Sonnenschutz)",A,~3,mittel,Patrick Limbach (Geschäftsführer / Schreinermeister (Gründer)),"Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für fensterbau (fenster, türen, sonnenschutz)-Kunden moderner.",inhabergefuehrt seit 2009 (Schreinermeister) | Modell mit 4 festen Partnerbetrieben -> Koordinationsbedarf | schlanke Zentrale (3 MA) -> Software zur Auftrags-/Terminsteuerung attraktiv | keine Online-Terminbuchung,https://koelner-meisterfenster.de/impressum,uebergeben,2026-07-14,DE
Neumann Rolladenbau GmbH,gn-neumann.de,https://www.gn-neumann.de/,+49 561 822522,Vellmar (bei Kassel),Hessen,34246,Germany,Construction,Rollladenbau / Sonnenschutz,B,,niedrig,Wolfgang und Christoph Kuchta (Geschäftsführer),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für rollladenbau / sonnenschutz-Kunden moderner.,"Familienbetrieb seit 1974, 2. Generation (zwei GF) | aktiv auf Personalsuche -> Kapazitaetsdruck | WAREMA-/Somfy-Fachpartner mit Montage -> mehrere Fahrzeuge/Kolonnen | Karriere-Seite, aber keine Online-Terminbuchung",https://www.gn-neumann.de/impressum/,neu,2026-07-14,DE
Trockenbau & Innenausbau Bujek,trockenbau-bujek.de,https://trockenbau-bujek.de/,+49 152 37382587,Maintal (Dörnigheim),Hessen,63477,Germany,Construction,Trockenbau / Innenausbau,B,,niedrig,Mateusz Bujek (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",junger inhabergefuehrter Betrieb (USt-ID neu) | Handynummer als Hauptkontakt -> wenig Buero-/Digitalstruktur | aktiv auf Instagram & Facebook (Wachstumsphase) | keine Online-Terminbuchung | kleine Kolonne im Aufbau,https://trockenbau-bujek.de/,neu,2026-07-14,DE
Jonas Liermann Garten- und Landschaftsbau,galabau-liermann.de,https://galabau-liermann.de/,0176 31539672,Wiesbaden-Igstadt,Hessen,65207,Germany,Construction,GaLaBau,B,,niedrig,Jonas Liermann (Inhaber / Meister),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für GaLaBau-Kunden moderner.,"veraltete/basale Website | nur Mobil-Telefon + kein Online-Terminbuchungstool | inhabergefuehrt | aktiv auf Instagram (Marketing), aber wenig Backoffice-Digitalisierung wahrscheinlich",https://galabau-liermann.de/,neu,2026-07-14,DE
A+W+G Garten- & Landschaftsbau (Andy Wagner),awg-galabau.de,https://www.awg-galabau.de/,0561 813463,Fuldatal (bei Kassel),Hessen,34233,Germany,Construction,GaLaBau,B,,niedrig,Andy Wagner (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","inhabergefuehrter Familienbetrieb, >40 Jahre am Markt | offene Stellen (eigene /jobs-Seite) | eigener Fuhrpark / mehrere Fahrzeuge | keine Online-Terminbuchung",https://www.awg-galabau.de/,uebergeben,2026-07-14,DE
Rummeny Garten- und Landschaftsbau,gartenbau-rummeny.de,https://gartenbau-rummeny.de/,0261 41812,Koblenz,Rheinland-Pfalz,56072,Germany,Construction,GaLaBau,C,,niedrig,,Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für GaLaBau-Kunden moderner.,"veraltete Website (Layout frueher 2000er) | keine Online-Terminbuchung, nur Telefon/Mail | seit 1992 am Markt (etabliert, inhabergefuehrt)",https://gartenbau-rummeny.de/,neu,2026-07-14,DE
"E. Seyda GmbH (Schlosserei, Stahl- und Metallbau)",metallbau-seyda.de,https://www.metallbau-seyda.de/,06151 374350,Darmstadt-Arheilgen,Hessen,64291,Germany,Construction,Metallbau,A,~19,mittel,Eugen Seyda (Gründer / Schlossermeister),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",19 MA (Kern-ICP-Groesse) | offene Stellen (Jobs-Bereich in Navigation) | inhabergefuehrt seit 1982 | breites Schlosserei-/Metallbau-Spektrum inkl. Reparaturen -> viele Auftraege/Zeiterfassung relevant,https://www.metallbau-seyda.de/,uebergeben,2026-07-14,DE
Metallbau - Montage Thiel (Max Thiel),thiel-metallbau.de,https://thiel-metallbau.de/,06307 9111136,Krickenbach (bei Kaiserslautern),Rheinland-Pfalz,67706,Germany,Construction,Metallbau,B,,niedrig,Max Thiel (Inhaber / Meister (Int. Schweißfachmann)),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.",inhabergefuehrter kleiner Meisterbetrieb | keine Online-Terminbuchung | Handarbeit/Handwerksfokus -> Angebote/Rechnungen vermutlich manuell | Zweitmarke Handlaufprofis KL (mehrere Standbeine),https://thiel-metallbau.de/,neu,2026-07-14,DE
Faszination Metall - Schlosserei & Metallbau Darmstadt,faszination-metall.de,https://www.faszination-metall.de/,06151 1300202,Darmstadt,Hessen,64295,Germany,Construction,Metallbau,C,,niedrig,,Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Metallbau-Kunden moderner.,"veraltete Website, Fokus auf Handwerk statt Digitalpraesenz | keine Online-Terminbuchung, nur Telefon/Mail | kleiner Meisterbetrieb (2 Meister)",https://www.faszination-metall.de/schlosserei-metallbau.html,neu,2026-07-14,DE
Werner Anderlik Garten- und Landschaftsbau GmbH,gartenbau-anderlik.de,https://www.gartenbau-anderlik.de/,089 4300381,München,Bayern,81739,Germany,Construction,GaLaBau,A,~9,mittel,Werner Anderlik (Inhaber / Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",inhabergefuehrt und ueber 30 Jahre am Markt | offene Stellen (Jobs-Bereich) | keine Online-Terminbuchung | keine Social-Media -> traditionell/analog | einfache .html-Website wirkt veraltet,https://www.gartenbau-anderlik.de/,uebergeben,2026-07-14,DE
Willi Strauß Garten + Landschaftsbau e.K.,strauss-galabau.de,https://www.strauss-galabau.de/,0711 484422,Stuttgart,Baden-Württemberg,70186,Germany,Construction,GaLaBau,A,~6,mittel,Martina & Marek (Strauß) (Inhaberin / Meister & Betriebsleitung),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Familienbetrieb seit 1952 (Generationswechsel) | anerkannter Ausbildungsbetrieb seit 2021 | keine Online-Terminbuchung | keine Social-Media -> geringe Digitalisierung | kleines Team, Software-Potenzial",https://www.strauss-galabau.de/,uebergeben,2026-07-14,DE
Brunner Garten- & Landschaftsbau (Markus Brunner),gala-brunner.de,https://www.gala-brunner.de/,0175 4073526,Nürnberg,Bayern,90425,Germany,Construction,GaLaBau,B,,niedrig,Markus Brunner (Inhaber und Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","offene Stellen: Landschaftsgaertner, Meister, Vorarbeiter -> Wachstum / mehrere Kolonnen | nur Mobilnummer als Kontakt -> Erreichbarkeit begrenzt | inhabergefuehrt seit 2005 | keine Online-Terminbuchung | keine Social-Media",https://www.gala-brunner.de/,uebergeben,2026-07-14,DE
Seehofer Galabau GbR,seehofer-galabau.de,https://seehofer-galabau.de/,0174 4730622,Augsburg,Bayern,86165,Germany,Construction,GaLaBau,B,,niedrig,Maximilian Seehofer & Hakan Ersoy (Geschäftsführer),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für GaLaBau-Kunden moderner.,"lange am Markt (seit 1979) | nur Mobilnummern -> Erreichbarkeit | ueberregional taetig (Augsburg, Muenchen, Allgaeu) -> Tourenbedarf | kaum digitale Prozesse (nur Facebook), keine Online-Terminbuchung",https://seehofer-galabau.de/ueber-uns/,neu,2026-07-14,DE
PIR Unternehmen GmbH (PIR Garten- und Landschaftsbau),pir-galabau.de,https://www.pir-galabau.de/,+49 721 551176,Karlsruhe,Baden-Württemberg,76189,Germany,Construction,GaLaBau,D,,niedrig,Ahmet Pir (Inhaber / Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Meister- und Ausbildungsbetrieb seit 1990 | zwei Standorte (Buero + Baumschule) -> Koordinationsbedarf | Instagram + Facebook aktiv | keine Online-Terminbuchung | inhabergefuehrt, lange am Markt",https://www.pir-galabau.de/,neu,2026-07-14,DE
Späder + Cetinkaya Gala eGbR,spaeder-gala.de,https://spaeder-gala.de/,+49 176 10195962,Neu-Ulm,Bayern,89231,Germany,Construction,GaLaBau,B,,niedrig,Alexander Späder & Ender Cetinkaya (Inhaber / Vertretungsberechtigte),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für GaLaBau-Kunden moderner.,eigener Fuhrpark und Geraete -> Geraete-/Einsatzplanung | bundesweit im Einsatz -> Tourenplanung | Meisterbetrieb | nur Mobilnummer -> Erreichbarkeit | keine Online-Terminbuchung,https://spaeder-gala.de/,neu,2026-07-14,DE
Maler Paukner (Inh. Iris Paukner),maler-paukner.de,https://maler-paukner.de/,0711 8872205,Stuttgart,Baden-Württemberg,70499,Germany,Construction,Maler und Lackierer (Meisterbetrieb),B,,niedrig,Iris Paukner (Inhaberin / Malermeisterin),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Maler/Stuck.-Kunden moderner.,"inhabergefuehrter Meisterbetrieb | schlichte/klassische Website | keine Online-Terminbuchung, nur Telefon/Mail | HWK Region Stuttgart eingetragen",https://maler-paukner.de/impressum,neu,2026-07-14,DE
Malerbetrieb Albert Doldt GmbH,maler-doldt.de,https://maler-doldt.de/,+49 721 972200,Rheinstetten (Raum Karlsruhe),Baden-Württemberg,76287,Germany,Construction,Maler und Lackierer,D,,niedrig,Andreas Doldt (Geschäftsführer (weiterer GF: Erich Wickert)),"Als inhabergeführter Maler/Stuck.-Betrieb jonglieren Sie Angebote, Baustellendoku und Rechnungen oft parallel – unsere Handwerkersoftware bündelt das an einem Ort und spart Ihnen Büro-Zeit für die Baustelle.",inhabergefuehrt & sehr lange am Markt (seit 1903) | aktive Social-Media-Kanaele | HRB Mannheim 102031,https://maler-doldt.de/impressum,neu,2026-07-14,DE
StuckMa Stuckateur- & Malerbetrieb GmbH,stuckma.de,https://www.stuckma.de/,+49 7664 9248987,Schallstadt (Raum Freiburg),Baden-Württemberg,79227,Germany,Construction,Stuckateur / Maler,B,,niedrig,Stefan Müller (Geschäftsführer),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Maler/Stuck.-Kunden moderner.,kleiner GmbH-Handwerksbetrieb | Terminvereinbarung nur telefonisch (keine Online-Buchung) | reine Kontakt-/Telefon-Erreichbarkeit | HRB Freiburg 719122,https://www.stuckma.de/,neu,2026-07-14,DE
Malerfachbetrieb Köbel,maler-koebel.de,https://www.maler-koebel.de/,07121 2082505,Reutlingen,Baden-Württemberg,72766,Germany,Construction,Maler und Lackierer (Malerfachbetrieb),A,~5,mittel,Markus Köbel (Inhaber / Maler- und Lackierermeister),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Maler/Stuck.-Kunden moderner.,"kleiner Familienbetrieb in 3. Generation | inhabergefuehrt | nur Telefon/Mail, keine Online-Terminbuchung | klassische Website",https://www.maler-koebel.de/,uebergeben,2026-07-14,DE
Malerbetrieb Gernot Häusler,maler-haeusler.de,https://www.maler-haeusler.de/,07131 176140,Heilbronn,Baden-Württemberg,74074,Germany,Construction,Maler und Lackierer,B,,niedrig,Gernot Häusler (Inhaber / Malermeister),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","offene Stelle (Maler gesucht) = Personalbedarf/Wachstum | inhabergefuehrt & lange am Markt (seit 1966) | klassische Website, nur Telefon/Mail",https://www.maler-haeusler.de/impressum/,neu,2026-07-14,DE
Malerbetrieb Vella (Inh. Salvatore Vella),malervella.de,https://www.malervella.de/,0621 1285807,Mannheim (Sandhofen),Baden-Württemberg,68307,Germany,Construction,Maler und Lackierer,B,,niedrig,Salvatore Vella (Geschäftsführer & Malermeister),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Maler/Stuck.-Kunden moderner.,kleiner Familienbetrieb | sehr statische/veraltete Website (.htm-Struktur) | nur Telefon/Mail-Kontakt | inhabergefuehrt,https://www.malervella.de/,neu,2026-07-14,DE
Top Malerei Tomic GmbH,top-malerei.at,https://top-malerei.at/,+43 664 3837876,Linz,Oberösterreich,4030,Austria,Construction,Maler,B,5-15,niedrig,Tihomir Tomic (Geschäftsführer),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Maler/Stuck.-Kunden moderner.,keine Online-Terminbuchung | keine Social-Media-Praesenz auffindbar | WordPress-Standardseite (AdSimple-Impressum) | inhabergefuehrte GmbH | mehrere Leistungssparten -> mehrere Kolonnen wahrscheinlich,https://top-malerei.at/impressum/,uebergeben,2026-07-14,AT
ALFIDA FLIESEN - Serhat Dalfidan,alfidafliesen.at,https://www.alfidafliesen.at/,+43 676 6218136,Feldkirchen bei Graz,Steiermark,8073,Austria,Construction,Fliesenleger,B,2-6,niedrig,Serhat Dalfidan (Inhaber),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Fliesenleger-Kunden moderner.,"keine Online-Terminbuchung (nur telefonisch) | HEROLD-Baukasten-Website | breites Leistungsspektrum (Estrich, Abdichtung, XXL-Format, bodengleiche Duschen) | aktiv auf Instagram/Facebook | inhabergefuehrt",https://www.alfidafliesen.at/impressum,uebergeben,2026-07-14,AT
Tischlerei und Möbelhandel Koch,tischlerei-koch.at,https://www.tischlerei-koch.at/,+43 662 851414,Wals-Siezenheim,Salzburg,5071,Austria,Construction,Tischler,B,3-10,niedrig,Andreas Koch (Geschäftsleitung Tischlerei (Verena Koch: Möbelhandel)),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Tischler-Kunden moderner.,"kein echtes Online-Terminbuchungssystem (nur Moebelplaner-Tool) | keine Social-Media-Links auffindbar | Meisterbetrieb, 'Handschlagqualitaet'-Zertifikat | inhabergefuehrt (Ehepaar Koch) | zwei Geschaeftszweige zu koordinieren",https://www.tischlerei-koch.at/impressum,neu,2026-07-14,AT
Malerei Klaus Kirchbaumer (Inh. Mag. Jasmin Kirchbaumer),kirchbaumer.info,https://www.kirchbaumer.info/,+43 512 583817,Innsbruck,Tirol,6020,Austria,Construction,Maler,B,3-8,niedrig,Mag. Jasmin Kirchbaumer (Inhaberin),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Maler/Stuck.-Kunden moderner.,"veraltete Website (einfache Struktur) | keine Online-Terminbuchung | nur traditionelle Kontaktwege (Festnetz/Mobil) | einer der aeltesten Malerbetriebe Innsbrucks (seit 1968) | inhabergefuehrt, Nischenpositionierung Baubiologie",https://www.kirchbaumer.info/impressum,uebergeben,2026-07-14,AT
Jacksch Möbel e.U.,jacksch-moebel.at,https://www.jacksch-moebel.at/,+43 7247 8250,Pichl bei Wels (Etzelsdorf 35),Oberösterreich,4632,Austria,Construction,Tischler,A,~11,mittel,Aaron Benedikt Jacksch (Geschäftsführung (Victoria Jacksch: Planung & Design)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",keine Online-Terminbuchung | familiengefuehrt mit Generationswechsel 2019 (Uebernahme durch Aaron & Victoria) | 11 MitarbeiterInnen und wachsend | Lehrlingsausbildung | seit 1982 am Markt,https://www.jacksch-moebel.at/unternehmen/,uebergeben,2026-07-14,AT
Kleinau Malermeister GmbH,kleinau-malermeister.de,https://kleinau-malermeister.de,+49 211 23949664,Düsseldorf,Nordrhein-Westfalen,40625,Germany,Construction,Maler & Lackierer,A,~8,mittel,Mark Kleinau (Geschäftsführer / Malermeister),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","inhabergefuehrt in 2. Generation seit 2001, gegruendet 1959 | offene Stellen / Ausbildung (Karriereseite) | keine Online-Terminbuchung erkennbar | ueberschaubares Team von 8 MA - gute Zielgroesse",https://kleinau-malermeister.de/ueber-uns/,uebergeben,2026-07-14,DE
Matthias Quantius Malermeister,quantius-maler.de,https://www.quantius-maler.de,+49 228 621707,Bonn,Nordrhein-Westfalen,53123,Germany,Construction,Maler & Lackierer,B,,niedrig,Matthias Quantius (Inhaber / Malermeister),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","sehr lange inhabergefuehrt (seit 1925) | offene Stellen (Jobs-Seite) -> Wachstum | keine Online-Terminbuchung | aktive FB/YouTube-Praesenz, aber klassische Website",https://www.quantius-maler.de/impressum,neu,2026-07-14,DE
Jürgen Feistel Malermeister,juergenfeistel.de,https://www.juergenfeistel.de,+49 202 2462472,Wuppertal,Nordrhein-Westfalen,42369,Germany,Construction,Maler & Lackierer (Fassade / Restaurator),B,~3,niedrig,Jürgen Feistel (Inhaber / Malermeister),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","inhabergefuehrt seit 1998 | t-online.de-Sammel-/Inhaber-E-Mail statt Domain-Postfach -> veraltete IT | keine Online-Terminbuchung, keine Social-Media | sehr kleiner Betrieb",https://www.juergenfeistel.de/impressum/,uebergeben,2026-07-14,DE
H. P. Jansen Maler-Meisterbetrieb,maler-jansen.de,https://maler-jansen.de,+49 2161 94233,Mönchengladbach,Nordrhein-Westfalen,41065,Germany,Construction,Maler & Lackierer,B,,niedrig,Heiner Jansen (Inhaber / Malermeister),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","sehr lange inhabergefuehrt (seit 1902), Familienbetrieb | keine Online-Terminbuchung, keine Social-Media -> digital wenig aufgestellt | Ausbildungsbetrieb (Nachwuchs/Wachstum) | klassische, schlichte Website",https://maler-jansen.de/,uebergeben,2026-07-14,DE
Steiner & Pawlowski Malermeister GmbH & Co. KG,steiner-pawlowski.de,https://steiner-pawlowski.de,+49 2151 953310,Krefeld,Nordrhein-Westfalen,47807,Germany,Construction,"Maler & Lackierer (Innen, Fassade, Boden, Lack)",D,,niedrig,Boris Steiner & Ingo Pawlowski (Inhaber / Malermeister),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","ueber 70 Jahre am Markt, inhabergefuehrt (2 Malermeister) | offene Stellen (Karriereseite) | mehrere Leistungssparten -> mehrere Kolonnen | keine Online-Terminbuchung erkennbar",https://steiner-pawlowski.de/,neu,2026-07-14,DE
