Company name,Company Domain Name,Website URL,Phone Number,City,State/Region,Postal Code,Country,Industry,Gewerk,Lead Score,MA-Schaetzung,MA-Konfidenz,Ansprechpartner,Aufhaenger,Fit-Signale,Quelle-URL,Lead-Status,Gefunden am,Land-Code
Karl Ehlers Eisenbau,metallbau-ehlers.de,https://www.metallbau-ehlers.de/,0511 830801,Hannover,Niedersachsen,30519,Germany,Construction,Metallbau / Schlosserei / Kunstschmiede,B,,niedrig,Benjamin Ehlers (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Sehr traditionsreich & inhabergefuehrt (seit 1900, 4. Generation) | Veraltete Website | Offene Stelle | Keine Online-Terminbuchung | Keine Social-Media; Kunstschmiede/Metallbau",https://www.metallbau-ehlers.de/,uebergeben,2026-07-14,DE
"Gaschna – Sanitär, Heizung, Solar (Inh. Alexander Gaschna)",gaschna.de,https://www.gaschna.de/,+49 821 74822874,Augsburg,Bayern,86169,Germany,Construction,"SHK / Sanitär, Heizung, Klima- und Lüftungstechnik, Solar",B,~5,niedrig,Alexander Gaschna (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",inhabergefuehrter Kleinbetrieb | 2 offene Stellen (Anlagenmechaniker SHK + Ausbildung) = Wachstum/Personaldruck | keine Online-Terminbuchung sichtbar | Kontakt nur per Telefon/Formular,https://www.gaschna.de/about/,uebergeben,2026-07-14,DE
Reinhold Rieger GmbH,reinholdrieger-gmbh.de,https://reinholdrieger-gmbh.de/,+49 941 90207,Regensburg,Bayern,93051,Germany,Construction,"SHK / Sanitär, Bad, Heizung",B,~8,niedrig,Reinhold Rieger (Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","inhabergefuehrte GmbH, GF-Name = Firmenname (moegliche Nachfolge-/Modernisierung) | t-online.de-Sammel-E-Mail = rudimentaeres IT-Setup | kleiner Betrieb trotz 3D-Badplaner | offene Jobs-Sektion",https://reinholdrieger-gmbh.de/impressum,uebergeben,2026-07-14,DE
Christoffer GmbH,christoffer-shk.de,https://www.christoffer-shk.de/,+49 931 43553,Würzburg,Bayern,97084,Germany,Construction,"SHK / Gas, Wasser, Heizung, Klima, Spenglerei",B,~15,niedrig,"Matthias Christoffer, Simon Christoffer (Geschäftsführer)","Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","4 offene Stellen (Kundendiensttechniker, Heizungsbau-Meister, Anlagenmechaniker, Azubi) = starker Wachstums-/Personaldruck | familiengefuehrt, >30 Jahre | eigener Kundendienst mit Notdienst = viele Termine/Disposition | Kontakt v.a. ueber Formular",https://www.christoffer-shk.de/impressum/,uebergeben,2026-07-14,DE
NIKO Sanitär- u. Heizungstechnik (Inh. Thomas Kollischan e.K.),xn--niko-heizung-sanitr-xwb.de,https://xn--niko-heizung-sanitr-xwb.de/,+49 911 4622937,Nürnberg,Bayern,90427,Germany,Construction,"SHK / Sanitär, Heizung, Bad, Lüftung",B,~5,niedrig,Thomas Kollischan (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.",kleiner inhabergefuehrter Betrieb | web.de-Sammel-E-Mail = rudimentaeres IT-Setup | Online-Terminanfrage nur simpel | offene Jobs-Sektion,https://xn--niko-heizung-sanitr-xwb.de/impressum/,uebergeben,2026-07-14,DE
Lars Thieme – Thieme Gas Wasser Heizung,thieme-shk.de,https://www.thieme-shk.de/,030 4495361,Berlin (Friedrichshain),Berlin,10247,Germany,Construction,SHK / Heizung-Sanitär-Gasinstallation,B,,niedrig,Lars Thieme (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Veraltete, nicht-responsive Website | Keine Online-Terminbuchung | Offene Stellen (Monteure gesucht) | Kein Social-Media | Einzelunternehmen, >30 Jahre inhabergefuehrt | Innungsmitglied + GASAG-Premium-Partner",https://www.thieme-shk.de/impressum,uebergeben,2026-07-14,DE
Stefan Kriegs – Heizung Sanitär Gasgeräteservice,kriegs-heizung.de,https://www.kriegs-heizung.de/,03381 223944,Brandenburg an der Havel,Brandenburg,14774,Germany,Construction,"SHK / Sanitär, Heizung, Erneuerbare Energien",A,~10,mittel,Stefan Kriegs (Inhaber (Meisterbetrieb)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Offene Stellen (Anlagenmechaniker SHK + Azubis) | Keine Online-Terminbuchung (nur Kontaktformular) | Kein Social-Media | Inhabergefuehrt seit 2008, >10 MA (mehrere Kolonnen) | HWK Potsdam",https://www.kriegs-heizung.de/,uebergeben,2026-07-14,DE
Matousch Haustechnik GmbH,matousch.at,https://www.matousch.at/,+43 662 4314160,Salzburg,Salzburg,5020,Austria,Construction,Installateur,A,~12,hoch,Horst Matousch / Gerlinde Putzer (Geschäftsführung),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","Inhabergefuehrter Familienbetrieb, 3. Generation, >60 Jahre am Markt | 12 MA = mehrere Monteure/Kolonnen | Aktive offene Stellen -> Wachstum | Keine Online-Terminbuchung | Instagram + Facebook aktiv",https://matousch.at/impressum,uebergeben,2026-07-14,AT
Sascha Installateur (Sasko Ilic e.U.),sascha-installateur.at,https://www.sascha-installateur.at/,+43 664 2614430,Bregenz,Vorarlberg,6900,Austria,Construction,Installateur,A,~1,mittel,Sascha (Sasko) Ilic (Inhaber),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","Ein-Personen-Betrieb mit 30 J. Erfahrung, inhabergefuehrt | Einfache Website, keine Online-Terminbuchung -> vermutlich Zettelwirtschaft | Rubrik 'Stellenangebote' -> latenter Einstellungsgedanke | 24/7-Service -> Erreichbarkeit/Disposition relevant",https://www.sascha-installateur.at/ubermich.html,uebergeben,2026-07-14,AT
W. Schwarz Gesellschaft m.b.H.,wasserschwarz.at,https://www.wasserschwarz.at/,+43 1 4921220,Wien,Wien,1160,Austria,Construction,Installateur,B,5-20,niedrig,Wilhelm Christian Schwarz / Wilhelm Thomas Schwarz (Geschäftsführer),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für SHK/Installation-Kunden moderner.,"stark veraltete Website (alte .php-Struktur, separate m.-Mobilseite) | nur 'Online Anfrage'/Kontaktformular, keine echte Online-Terminbuchung | inhabergefuehrt, sehr lange am Markt (Firmenbuch seit 1974) | zwei Geschaeftsfuehrer/Generationenbetrieb",https://www.wasserschwarz.at/,uebergeben,2026-07-14,AT
Gas-Wasser-Heizung-Schrenk (Dominik Schrenk),gas-wasser-heizung-schrenk.at,https://gas-wasser-heizung-schrenk.at/,+43 664 5277729,Wien,Wien,1220,Austria,Construction,Installateur,A,1-5,mittel,Dominik Schrenk (Inhaber),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","junges Einzelunternehmen in Wachstumsphase | nur Kontaktformular, keine Online-Terminbuchung | ausschliesslich Handynummer als Kontakt | keine Social-Media-Praesenz | inhabergefuehrt",https://gas-wasser-heizung-schrenk.at/,uebergeben,2026-07-14,AT
Jürgen Böhm GmbH (Mein Installateur - Meisterbetrieb),boehm-installateur.com,https://www.boehm-installateur.com/,+43 2742 3666160,St. Pölten,Niederösterreich,3100,Austria,Construction,Installateur,B,10-20,niedrig,"Jürgen Böhm, Mst. (Geschäftsführer)","Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","offene Stellen / aktive Karriereseite | Terminvereinbarung nur per Kontaktformular, keine echte Online-Terminbuchung | inhabergefuehrt (GF = Namensgeber) | digital-affin (virtueller Bad-Showroom, Heizungsrechner) aber Prozess bricht bei Terminbuchung",https://www.boehm-installateur.com/impressum,uebergeben,2026-07-14,AT
NAVA Elektroinstallation GmbH,nava.at,https://www.nava.at/,+43 2622 24655,Wiener Neustadt,Niederösterreich,2700,Austria,Construction,Elektrotechnik,B,10-20,niedrig,Namik Vatansever (Geschäftsführer),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","mehrere offene Stellen (Elektrotechniker, Lehrling, PV-Monteur) | Kontaktformular/Rueckruf/WhatsApp, aber keine Online-Terminbuchung | Familienbetrieb, inhabergefuehrt | mehrere Einsatzorte / eigene Monteure (Fuhrpark-Signal)",https://www.nava.at/impressum,uebergeben,2026-07-14,AT
Elektro Baumeister (Dieter Baumeister),elektro-bm.com,http://elektro-bm.com/,+43 660 1100110,Krems an der Donau,Niederösterreich,3500,Austria,Construction,Elektrotechnik,B,1-5,niedrig,Dieter Baumeister (Inhaber),Anfragen erreichen Sie aktuell nur per Telefon/Formular – mit digitaler Angebots- und Rechnungserstellung plus mobiler Baustellendoku verlieren Sie im Tagesgeschäft weniger Zeit und wirken für Elektro-Kunden moderner.,"sehr veraltete Website (http, schlichtes Layout) | nur Kontaktformular + Handy, keine Online-Terminbuchung | keine Social-Media-Praesenz | inhabergefuehrt, lange am Markt (gegruendet 1992)",http://elektro-bm.com/,uebergeben,2026-07-14,AT
Elektro Gradinger (Christian Gradinger),elektro-gradinger.at,https://www.elektro-gradinger.at/,+43 664 2851315,Eisenstadt,Burgenland,7000,Austria,Construction,Elektrotechnik,A,1-5,mittel,Christian Adalbert Gradinger (Inhaber),"Vieles läuft bei Ihnen offenbar noch über Telefon, Zettel und private Mailadresse – mit digitalen Angeboten, Rechnungen und Baustellendoku sparen Sie im Büro pro Woche spürbar Zeit, ohne Ihre gewohnte Arbeitsweise umzukrempeln.","veraltete, schlichte Website | persoenliche ISP-Email (@speed.at) statt Firmendomain-Mail | nur Handy + Kontaktweg, keine Online-Terminbuchung | keine Social Media | 24/7 Stoerungsdienst (Erreichbarkeit als Thema)",https://www.elektro-gradinger.at/,uebergeben,2026-07-14,AT
Tischlerei Kretschmar,tischlereikretschmar.de,https://www.tischlereikretschmar.de/,+49 5850 1588,Neetze (Lkr. Lüneburg),Niedersachsen,,Germany,Construction,Tischler/Schreiner,A,~9,mittel,Jannis Kretschmar (Tischlermeister / Inhaber (Übernahme 2018)),"Ihr Betrieb wächst und Sie stellen aktiv ein – sobald mehr Kolonnen unterwegs sind, wird Einsatzplanung, Zeiterfassung und Baustellendoku schnell zum Nadelöhr. Genau dafür bündelt unsere Handwerkersoftware Angebote, Zeiten und Doku an einem Ort.","9-koepfiges Team -> Kernzielgruppe fuer Angebots-/Rechnungs-/Zeiterfassungssoftware | Kontakt nur per Formular, keine Online-Terminbuchung | Junger Inhaber (Uebernahme 2018), 4,9-Sterne Google -> wachstums-/qualitaetsorientiert | Leistungsspektrum 2023 um Malerarbeiten erweitert -> mehrere Gewerke/Baustellen (Baustellendoku)",https://www.tischlereikretschmar.de/,uebergeben,2026-07-14,DE
